-0.12423,0.93074
-2.5415,-1.0993
0.27721,1.0338
-0.19598,0.85438
-0.19621,0.46736
-0.30573,0.1139
-1.1289,-0.57789
0.19425,1.8226
-0.60707,0.39704
-0.82845,-0.50176
0.53584,-1.1781
0.10947,2.199
-1.1221,-0.50533
0.046042,0.20816
-1.2386,0.1191
0.63818,1.2979
1.1452,0.61623
-0.015918,-1.4691
0.66096,0.29271
-2.5455,-0.026448
0.012487,0.1304
-1.0163,0.46073
-0.11557,-1.3756
-0.77633,-0.92425
-1.1398,-1.8102
0.31978,-0.46416
-0.57145,-0.38715
-1.63,-0.97726
-0.93638,-1.9642
-0.27864,-0.91415
-0.084647,-0.90653
-0.88367,-0.49199
0.51178,-0.026511
-0.072633,0.23569
0.019252,0.79196
-0.39342,0.86234
2.0257,-1.3975
0.1303,-0.67113
-0.60236,0.26338
0.93322,-0.70608
1.4454,1.682
1.7315e-05,-1.1092
2.8467,0.29064
-0.38587,0.53907
0.15017,0.69872
-0.31719,-2.0627
-0.16279,-0.87491
0.81939,0.16714
0.081704,-0.33687
1.9564,-2.5404
0.19454,-0.38503
-2.3327,0.46131
-0.59436,-1.9807
1.0964,-0.64055
-0.19548,-1.181
-1.9155,-0.085639
-0.7186,0.48998
-2.129,-0.29439
2.6991,0.85801
1.4514,-0.029105
1.1527,-0.71063
0.39261,0.79509
0.79928,1.2955
-1.9146,-0.1352
-0.58552,-1.4037
0.0593,-0.22614
-0.59179,-0.22352
-2.4356,0.031149
1.8796,0.063406
-0.18407,-1.8286
0.019544,-0.65133
-0.57582,-0.084061
-0.80093,0.13965
-0.30636,0.73318
1.7639,0.18607
0.1355,0.012843
-0.47836,0.99446
-1.2599,-0.63154
0.61098,-0.069349
-0.59976,1.2134
0.39871,0.64481
-1.2403,-0.47747
0.50027,0.82504
-0.46645,-0.22151
-0.015155,0.64501
-0.38042,-0.91204
-0.4139,-2.1226
0.18112,1.4189
1.1977,-1.0239
-1.0332,0.74013
-1.0959,-0.22083
-1.6559,-0.39538
1.3799,-0.39506
0.68256,1.5196
-0.604,0.29282
-0.40402,1.1956
0.48982,0.94579
0.68598,0.0032457
-1.0524,0.035722
2.2736,-1.1829
